call_id,timestamp,rrc_event
32,2026-07-01 10:00:02.100,RRC_SETUP_REQUEST
32,2026-07-01 10:00:02.100,RRC_SETUP_COMPLETE
33,2026-07-01 10:32:04.100,RRC_SETUP_REQUEST
33,2026-07-01 10:32:04.100,RRC_SETUP_COMPLETE
34,2026-07-01 10:18:52.100,RRC_SETUP_REQUEST
34,2026-07-01 10:18:52.100,RRC_SETUP_COMPLETE
35,2026-07-01 10:35:37.100,RRC_SETUP_REQUEST
35,2026-07-01 10:35:37.100,RRC_SETUP_FAILURE
36,2026-07-01 10:05:53.100,RRC_SETUP_REQUEST
36,2026-07-01 10:05:53.100,RRC_SETUP_COMPLETE
36,2026-07-01 10:05:53.100,HO_ATTEMPT
36,2026-07-01 10:05:53.100,HO_FAILURE
37,2026-07-01 10:38:41.100,RRC_SETUP_REQUEST
37,2026-07-01 10:38:41.100,RRC_SETUP_FAILURE
38,2026-07-01 10:28:06.100,RRC_SETUP_REQUEST
38,2026-07-01 10:28:06.100,RRC_SETUP_COMPLETE
39,2026-07-01 10:39:47.100,RRC_SETUP_REQUEST
39,2026-07-01 10:39:47.100,RRC_SETUP_COMPLETE
40,2026-07-01 10:20:29.100,RRC_SETUP_REQUEST
40,2026-07-01 10:20:29.100,RRC_SETUP_COMPLETE
41,2026-07-01 10:22:01.100,RRC_SETUP_REQUEST
41,2026-07-01 10:22:01.100,RRC_SETUP_COMPLETE
41,2026-07-01 10:22:01.100,HO_ATTEMPT
41,2026-07-01 10:22:01.100,HO_FAILURE
42,2026-07-01 10:29:47.100,RRC_SETUP_REQUEST
42,2026-07-01 10:29:47.100,RRC_SETUP_FAILURE
43,2026-07-01 10:08:44.100,RRC_SETUP_REQUEST
43,2026-07-01 10:08:44.100,RRC_SETUP_FAILURE
44,2026-07-01 10:30:35.100,RRC_SETUP_REQUEST
44,2026-07-01 10:30:35.100,RRC_SETUP_COMPLETE
44,2026-07-01 10:30:35.100,HO_ATTEMPT
44,2026-07-01 10:30:35.100,HO_FAILURE
45,2026-07-01 10:59:19.100,RRC_SETUP_REQUEST
45,2026-07-01 10:59:19.100,RRC_SETUP_COMPLETE
45,2026-07-01 10:59:19.100,HO_ATTEMPT
45,2026-07-01 10:59:19.100,HO_SUCCESS
46,2026-07-01 10:59:00.100,RRC_SETUP_REQUEST
46,2026-07-01 10:59:00.100,RRC_SETUP_COMPLETE
47,2026-07-01 10:10:20.100,RRC_SETUP_REQUEST
47,2026-07-01 10:10:20.100,RRC_SETUP_COMPLETE
48,2026-07-01 10:44:36.100,RRC_SETUP_REQUEST
48,2026-07-01 10:44:36.100,RRC_SETUP_COMPLETE
48,2026-07-01 10:44:36.100,HO_ATTEMPT
48,2026-07-01 10:44:36.100,HO_SUCCESS
49,2026-07-01 10:50:18.100,RRC_SETUP_REQUEST
49,2026-07-01 10:50:18.100,RRC_SETUP_COMPLETE
50,2026-07-01 10:09:15.100,RRC_SETUP_REQUEST
50,2026-07-01 10:09:15.100,RRC_SETUP_COMPLETE
50,2026-07-01 10:09:15.100,HO_ATTEMPT
50,2026-07-01 10:09:15.100,HO_FAILURE
51,2026-07-01 10:50:36.100,RRC_SETUP_REQUEST
51,2026-07-01 10:50:36.100,RRC_SETUP_COMPLETE
52,2026-07-01 10:13:26.100,RRC_SETUP_REQUEST
52,2026-07-01 10:13:26.100,RRC_SETUP_COMPLETE
53,2026-07-01 10:54:57.100,RRC_SETUP_REQUEST
53,2026-07-01 10:54:57.100,RRC_SETUP_COMPLETE
54,2026-07-01 10:25:40.100,RRC_SETUP_REQUEST
54,2026-07-01 10:25:40.100,RRC_SETUP_COMPLETE
54,2026-07-01 10:25:40.100,HO_ATTEMPT
54,2026-07-01 10:25:40.100,HO_FAILURE
55,2026-07-01 10:59:51.100,RRC_SETUP_REQUEST
55,2026-07-01 10:59:51.100,RRC_SETUP_COMPLETE
56,2026-07-01 10:59:41.100,RRC_SETUP_REQUEST
56,2026-07-01 10:59:41.100,RRC_SETUP_FAILURE
57,2026-07-01 10:53:05.100,RRC_SETUP_REQUEST
57,2026-07-01 10:53:05.100,RRC_SETUP_COMPLETE
58,2026-07-01 10:58:57.100,RRC_SETUP_REQUEST
58,2026-07-01 10:58:57.100,RRC_SETUP_COMPLETE
59,2026-07-01 10:24:29.100,RRC_SETUP_REQUEST
59,2026-07-01 10:24:29.100,RRC_SETUP_COMPLETE
60,2026-07-01 10:44:37.100,RRC_SETUP_REQUEST
60,2026-07-01 10:44:37.100,RRC_SETUP_COMPLETE
61,2026-07-01 10:49:50.100,RRC_SETUP_REQUEST
61,2026-07-01 10:49:50.100,RRC_SETUP_FAILURE
61,2026-07-01 10:49:50.100,HO_ATTEMPT
61,2026-07-01 10:49:50.100,HO_FAILURE
62,2026-07-01 10:39:37.100,RRC_SETUP_REQUEST
62,2026-07-01 10:39:37.100,RRC_SETUP_COMPLETE
62,2026-07-01 10:39:37.100,HO_ATTEMPT
62,2026-07-01 10:39:37.100,HO_SUCCESS
63,2026-07-01 10:23:33.100,RRC_SETUP_REQUEST
63,2026-07-01 10:23:33.100,RRC_SETUP_COMPLETE
64,2026-07-01 10:29:46.100,RRC_SETUP_REQUEST
64,2026-07-01 10:29:46.100,RRC_SETUP_COMPLETE
65,2026-07-01 10:40:27.100,RRC_SETUP_REQUEST
65,2026-07-01 10:40:27.100,RRC_SETUP_COMPLETE
66,2026-07-01 10:57:46.100,RRC_SETUP_REQUEST
66,2026-07-01 10:57:46.100,RRC_SETUP_COMPLETE
67,2026-07-01 10:16:35.100,RRC_SETUP_REQUEST
67,2026-07-01 10:16:35.100,RRC_SETUP_COMPLETE
68,2026-07-01 10:32:15.100,RRC_SETUP_REQUEST
68,2026-07-01 10:32:15.100,RRC_SETUP_COMPLETE
69,2026-07-01 10:04:54.100,RRC_SETUP_REQUEST
69,2026-07-01 10:04:54.100,RRC_SETUP_COMPLETE
69,2026-07-01 10:04:54.100,HO_ATTEMPT
69,2026-07-01 10:04:54.100,HO_SUCCESS
70,2026-07-01 10:00:54.100,RRC_SETUP_REQUEST
70,2026-07-01 10:00:54.100,RRC_SETUP_COMPLETE
71,2026-07-01 10:53:27.100,RRC_SETUP_REQUEST
71,2026-07-01 10:53:27.100,RRC_SETUP_COMPLETE
72,2026-07-01 10:14:25.100,RRC_SETUP_REQUEST
72,2026-07-01 10:14:25.100,RRC_SETUP_COMPLETE
73,2026-07-01 10:29:23.100,RRC_SETUP_REQUEST
73,2026-07-01 10:29:23.100,RRC_SETUP_COMPLETE
74,2026-07-01 10:35:58.100,RRC_SETUP_REQUEST
74,2026-07-01 10:35:58.100,RRC_SETUP_COMPLETE
75,2026-07-01 10:59:10.100,RRC_SETUP_REQUEST
75,2026-07-01 10:59:10.100,RRC_SETUP_COMPLETE
76,2026-07-01 10:57:17.100,RRC_SETUP_REQUEST
76,2026-07-01 10:57:17.100,RRC_SETUP_COMPLETE
77,2026-07-01 10:11:30.100,RRC_SETUP_REQUEST
77,2026-07-01 10:11:30.100,RRC_SETUP_COMPLETE
78,2026-07-01 10:38:53.100,RRC_SETUP_REQUEST
78,2026-07-01 10:38:53.100,RRC_SETUP_COMPLETE
79,2026-07-01 10:08:28.100,RRC_SETUP_REQUEST
79,2026-07-01 10:08:28.100,RRC_SETUP_COMPLETE
79,2026-07-01 10:08:28.100,HO_ATTEMPT
79,2026-07-01 10:08:28.100,HO_SUCCESS
80,2026-07-01 10:12:57.100,RRC_SETUP_REQUEST
80,2026-07-01 10:12:57.100,RRC_SETUP_COMPLETE
81,2026-07-01 10:47:15.100,RRC_SETUP_REQUEST
81,2026-07-01 10:47:15.100,RRC_SETUP_COMPLETE
81,2026-07-01 10:47:15.100,HO_ATTEMPT
81,2026-07-01 10:47:15.100,HO_SUCCESS
82,2026-07-01 10:22:13.100,RRC_SETUP_REQUEST
82,2026-07-01 10:22:13.100,RRC_SETUP_FAILURE
83,2026-07-01 10:05:25.100,RRC_SETUP_REQUEST
83,2026-07-01 10:05:25.100,RRC_SETUP_COMPLETE
83,2026-07-01 10:05:25.100,HO_ATTEMPT
83,2026-07-01 10:05:25.100,HO_SUCCESS
84,2026-07-01 10:03:05.100,RRC_SETUP_REQUEST
84,2026-07-01 10:03:05.100,RRC_SETUP_COMPLETE
85,2026-07-01 10:11:59.100,RRC_SETUP_REQUEST
85,2026-07-01 10:11:59.100,RRC_SETUP_COMPLETE
85,2026-07-01 10:11:59.100,HO_ATTEMPT
85,2026-07-01 10:11:59.100,HO_SUCCESS
86,2026-07-01 10:50:32.100,RRC_SETUP_REQUEST
86,2026-07-01 10:50:32.100,RRC_SETUP_COMPLETE
87,2026-07-01 10:55:34.100,RRC_SETUP_REQUEST
87,2026-07-01 10:55:34.100,RRC_SETUP_COMPLETE
87,2026-07-01 10:55:34.100,HO_ATTEMPT
87,2026-07-01 10:55:34.100,HO_SUCCESS
88,2026-07-01 10:14:02.100,RRC_SETUP_REQUEST
88,2026-07-01 10:14:02.100,RRC_SETUP_FAILURE
89,2026-07-01 10:48:08.100,RRC_SETUP_REQUEST
89,2026-07-01 10:48:08.100,RRC_SETUP_COMPLETE
90,2026-07-01 10:27:59.100,RRC_SETUP_REQUEST
90,2026-07-01 10:27:59.100,RRC_SETUP_COMPLETE
91,2026-07-01 10:28:29.100,RRC_SETUP_REQUEST
91,2026-07-01 10:28:29.100,RRC_SETUP_COMPLETE
92,2026-07-01 10:46:10.100,RRC_SETUP_REQUEST
92,2026-07-01 10:46:10.100,RRC_SETUP_COMPLETE
92,2026-07-01 10:46:10.100,HO_ATTEMPT
92,2026-07-01 10:46:10.100,HO_FAILURE
93,2026-07-01 10:17:22.100,RRC_SETUP_REQUEST
93,2026-07-01 10:17:22.100,RRC_SETUP_COMPLETE
94,2026-07-01 10:55:16.100,RRC_SETUP_REQUEST
94,2026-07-01 10:55:16.100,RRC_SETUP_COMPLETE
95,2026-07-01 10:40:20.100,RRC_SETUP_REQUEST
95,2026-07-01 10:40:20.100,RRC_SETUP_COMPLETE
96,2026-07-01 10:49:03.100,RRC_SETUP_REQUEST
96,2026-07-01 10:49:03.100,RRC_SETUP_COMPLETE
96,2026-07-01 10:49:03.100,HO_ATTEMPT
96,2026-07-01 10:49:03.100,HO_FAILURE
97,2026-07-01 10:58:00.100,RRC_SETUP_REQUEST
97,2026-07-01 10:58:00.100,RRC_SETUP_COMPLETE
97,2026-07-01 10:58:00.100,HO_ATTEMPT
97,2026-07-01 10:58:00.100,HO_FAILURE
98,2026-07-01 10:02:10.100,RRC_SETUP_REQUEST
98,2026-07-01 10:02:10.100,RRC_SETUP_COMPLETE
98,2026-07-01 10:02:10.100,HO_ATTEMPT
98,2026-07-01 10:02:10.100,HO_SUCCESS
99,2026-07-01 10:30:23.100,RRC_SETUP_REQUEST
99,2026-07-01 10:30:23.100,RRC_SETUP_COMPLETE
99,2026-07-01 10:30:23.100,HO_ATTEMPT
99,2026-07-01 10:30:23.100,HO_FAILURE
100,2026-07-01 10:23:47.100,RRC_SETUP_REQUEST
100,2026-07-01 10:23:47.100,RRC_SETUP_COMPLETE
101,2026-07-01 10:42:16.100,RRC_SETUP_REQUEST
101,2026-07-01 10:42:16.100,RRC_SETUP_COMPLETE
101,2026-07-01 10:42:16.100,HO_ATTEMPT
101,2026-07-01 10:42:16.100,HO_FAILURE
102,2026-07-01 10:00:22.100,RRC_SETUP_REQUEST
102,2026-07-01 10:00:22.100,RRC_SETUP_COMPLETE
103,2026-07-01 10:43:01.100,RRC_SETUP_REQUEST
103,2026-07-01 10:43:01.100,RRC_SETUP_COMPLETE
104,2026-07-01 10:57:01.100,RRC_SETUP_REQUEST
104,2026-07-01 10:57:01.100,RRC_SETUP_COMPLETE
104,2026-07-01 10:57:01.100,HO_ATTEMPT
104,2026-07-01 10:57:01.100,HO_SUCCESS
105,2026-07-01 10:43:30.100,RRC_SETUP_REQUEST
105,2026-07-01 10:43:30.100,RRC_SETUP_COMPLETE
106,2026-07-01 10:23:00.100,RRC_SETUP_REQUEST
106,2026-07-01 10:23:00.100,RRC_SETUP_FAILURE
106,2026-07-01 10:23:00.100,HO_ATTEMPT
106,2026-07-01 10:23:00.100,HO_SUCCESS
107,2026-07-01 10:35:19.100,RRC_SETUP_REQUEST
107,2026-07-01 10:35:19.100,RRC_SETUP_COMPLETE
108,2026-07-01 10:31:58.100,RRC_SETUP_REQUEST
108,2026-07-01 10:31:58.100,RRC_SETUP_COMPLETE
108,2026-07-01 10:31:58.100,HO_ATTEMPT
108,2026-07-01 10:31:58.100,HO_FAILURE
109,2026-07-01 10:44:15.100,RRC_SETUP_REQUEST
109,2026-07-01 10:44:15.100,RRC_SETUP_COMPLETE
110,2026-07-01 10:52:23.100,RRC_SETUP_REQUEST
110,2026-07-01 10:52:23.100,RRC_SETUP_COMPLETE
111,2026-07-01 10:03:58.100,RRC_SETUP_REQUEST
111,2026-07-01 10:03:58.100,RRC_SETUP_COMPLETE
112,2026-07-01 10:50:33.100,RRC_SETUP_REQUEST
112,2026-07-01 10:50:33.100,RRC_SETUP_COMPLETE
113,2026-07-01 10:53:21.100,RRC_SETUP_REQUEST
113,2026-07-01 10:53:21.100,RRC_SETUP_COMPLETE
114,2026-07-01 10:48:55.100,RRC_SETUP_REQUEST
114,2026-07-01 10:48:55.100,RRC_SETUP_FAILURE
115,2026-07-01 10:15:38.100,RRC_SETUP_REQUEST
115,2026-07-01 10:15:38.100,RRC_SETUP_COMPLETE
115,2026-07-01 10:15:38.100,HO_ATTEMPT
115,2026-07-01 10:15:38.100,HO_FAILURE
116,2026-07-01 10:44:31.100,RRC_SETUP_REQUEST
116,2026-07-01 10:44:31.100,RRC_SETUP_COMPLETE
117,2026-07-01 10:36:45.100,RRC_SETUP_REQUEST
117,2026-07-01 10:36:45.100,RRC_SETUP_COMPLETE
117,2026-07-01 10:36:45.100,HO_ATTEMPT
117,2026-07-01 10:36:45.100,HO_SUCCESS
118,2026-07-01 10:11:52.100,RRC_SETUP_REQUEST
118,2026-07-01 10:11:52.100,RRC_SETUP_COMPLETE
118,2026-07-01 10:11:52.100,HO_ATTEMPT
118,2026-07-01 10:11:52.100,HO_FAILURE
119,2026-07-01 10:09:34.100,RRC_SETUP_REQUEST
119,2026-07-01 10:09:34.100,RRC_SETUP_COMPLETE
120,2026-07-01 10:30:23.100,RRC_SETUP_REQUEST
120,2026-07-01 10:30:23.100,RRC_SETUP_COMPLETE
121,2026-07-01 10:38:57.100,RRC_SETUP_REQUEST
121,2026-07-01 10:38:57.100,RRC_SETUP_COMPLETE
122,2026-07-01 10:40:46.100,RRC_SETUP_REQUEST
122,2026-07-01 10:40:46.100,RRC_SETUP_COMPLETE
122,2026-07-01 10:40:46.100,HO_ATTEMPT
122,2026-07-01 10:40:46.100,HO_FAILURE
123,2026-07-01 10:42:15.100,RRC_SETUP_REQUEST
123,2026-07-01 10:42:15.100,RRC_SETUP_COMPLETE
124,2026-07-01 10:33:49.100,RRC_SETUP_REQUEST
124,2026-07-01 10:33:49.100,RRC_SETUP_COMPLETE
125,2026-07-01 10:56:16.100,RRC_SETUP_REQUEST
125,2026-07-01 10:56:16.100,RRC_SETUP_COMPLETE
126,2026-07-01 10:02:47.100,RRC_SETUP_REQUEST
126,2026-07-01 10:02:47.100,RRC_SETUP_COMPLETE
127,2026-07-01 10:33:16.100,RRC_SETUP_REQUEST
127,2026-07-01 10:33:16.100,RRC_SETUP_COMPLETE
128,2026-07-01 10:35:12.100,RRC_SETUP_REQUEST
128,2026-07-01 10:35:12.100,RRC_SETUP_COMPLETE
129,2026-07-01 10:54:03.100,RRC_SETUP_REQUEST
129,2026-07-01 10:54:03.100,RRC_SETUP_COMPLETE
129,2026-07-01 10:54:03.100,HO_ATTEMPT
129,2026-07-01 10:54:03.100,HO_FAILURE
130,2026-07-01 10:43:15.100,RRC_SETUP_REQUEST
130,2026-07-01 10:43:15.100,RRC_SETUP_COMPLETE
131,2026-07-01 10:18:06.100,RRC_SETUP_REQUEST
131,2026-07-01 10:18:06.100,RRC_SETUP_COMPLETE
131,2026-07-01 10:18:06.100,HO_ATTEMPT
131,2026-07-01 10:18:06.100,HO_FAILURE
132,2026-07-01 10:28:12.100,RRC_SETUP_REQUEST
132,2026-07-01 10:28:12.100,RRC_SETUP_COMPLETE
133,2026-07-01 10:30:39.100,RRC_SETUP_REQUEST
133,2026-07-01 10:30:39.100,RRC_SETUP_FAILURE
133,2026-07-01 10:30:39.100,HO_ATTEMPT
133,2026-07-01 10:30:39.100,HO_SUCCESS
134,2026-07-01 10:42:30.100,RRC_SETUP_REQUEST
134,2026-07-01 10:42:30.100,RRC_SETUP_COMPLETE
135,2026-07-01 10:06:30.100,RRC_SETUP_REQUEST
135,2026-07-01 10:06:30.100,RRC_SETUP_COMPLETE
136,2026-07-01 10:06:47.100,RRC_SETUP_REQUEST
136,2026-07-01 10:06:47.100,RRC_SETUP_COMPLETE
137,2026-07-01 10:01:04.100,RRC_SETUP_REQUEST
137,2026-07-01 10:01:04.100,RRC_SETUP_COMPLETE
138,2026-07-01 10:18:22.100,RRC_SETUP_REQUEST
138,2026-07-01 10:18:22.100,RRC_SETUP_COMPLETE
139,2026-07-01 10:28:13.100,RRC_SETUP_REQUEST
139,2026-07-01 10:28:13.100,RRC_SETUP_COMPLETE
140,2026-07-01 10:48:20.100,RRC_SETUP_REQUEST
140,2026-07-01 10:48:20.100,RRC_SETUP_COMPLETE
141,2026-07-01 10:01:02.100,RRC_SETUP_REQUEST
141,2026-07-01 10:01:02.100,RRC_SETUP_COMPLETE
142,2026-07-01 10:03:54.100,RRC_SETUP_REQUEST
142,2026-07-01 10:03:54.100,RRC_SETUP_COMPLETE
142,2026-07-01 10:03:54.100,HO_ATTEMPT
142,2026-07-01 10:03:54.100,HO_FAILURE
143,2026-07-01 10:54:16.100,RRC_SETUP_REQUEST
143,2026-07-01 10:54:16.100,RRC_SETUP_COMPLETE
143,2026-07-01 10:54:16.100,HO_ATTEMPT
143,2026-07-01 10:54:16.100,HO_SUCCESS
144,2026-07-01 10:09:18.100,RRC_SETUP_REQUEST
144,2026-07-01 10:09:18.100,RRC_SETUP_COMPLETE
145,2026-07-01 10:08:58.100,RRC_SETUP_REQUEST
145,2026-07-01 10:08:58.100,RRC_SETUP_COMPLETE
146,2026-07-01 10:59:24.100,RRC_SETUP_REQUEST
146,2026-07-01 10:59:24.100,RRC_SETUP_COMPLETE
147,2026-07-01 10:48:08.100,RRC_SETUP_REQUEST
147,2026-07-01 10:48:08.100,RRC_SETUP_COMPLETE
148,2026-07-01 10:34:19.100,RRC_SETUP_REQUEST
148,2026-07-01 10:34:19.100,RRC_SETUP_FAILURE
149,2026-07-01 10:27:28.100,RRC_SETUP_REQUEST
149,2026-07-01 10:27:28.100,RRC_SETUP_COMPLETE
149,2026-07-01 10:27:28.100,HO_ATTEMPT
149,2026-07-01 10:27:28.100,HO_FAILURE
150,2026-07-01 10:19:16.100,RRC_SETUP_REQUEST
150,2026-07-01 10:19:16.100,RRC_SETUP_COMPLETE
151,2026-07-01 10:43:33.100,RRC_SETUP_REQUEST
151,2026-07-01 10:43:33.100,RRC_SETUP_FAILURE
152,2026-07-01 10:40:38.100,RRC_SETUP_REQUEST
152,2026-07-01 10:40:38.100,RRC_SETUP_COMPLETE
153,2026-07-01 10:00:39.100,RRC_SETUP_REQUEST
153,2026-07-01 10:00:39.100,RRC_SETUP_COMPLETE
154,2026-07-01 10:44:36.100,RRC_SETUP_REQUEST
154,2026-07-01 10:44:36.100,RRC_SETUP_COMPLETE
155,2026-07-01 10:11:48.100,RRC_SETUP_REQUEST
155,2026-07-01 10:11:48.100,RRC_SETUP_COMPLETE
156,2026-07-01 10:45:44.100,RRC_SETUP_REQUEST
156,2026-07-01 10:45:44.100,RRC_SETUP_COMPLETE
156,2026-07-01 10:45:44.100,HO_ATTEMPT
156,2026-07-01 10:45:44.100,HO_FAILURE
157,2026-07-01 10:15:38.100,RRC_SETUP_REQUEST
157,2026-07-01 10:15:38.100,RRC_SETUP_COMPLETE
157,2026-07-01 10:15:38.100,HO_ATTEMPT
157,2026-07-01 10:15:38.100,HO_FAILURE
158,2026-07-01 10:57:49.100,RRC_SETUP_REQUEST
158,2026-07-01 10:57:49.100,RRC_SETUP_FAILURE
158,2026-07-01 10:57:49.100,HO_ATTEMPT
158,2026-07-01 10:57:49.100,HO_SUCCESS
159,2026-07-01 10:32:15.100,RRC_SETUP_REQUEST
159,2026-07-01 10:32:15.100,RRC_SETUP_COMPLETE
160,2026-07-01 10:26:09.100,RRC_SETUP_REQUEST
160,2026-07-01 10:26:09.100,RRC_SETUP_COMPLETE
160,2026-07-01 10:26:09.100,HO_ATTEMPT
160,2026-07-01 10:26:09.100,HO_SUCCESS
161,2026-07-01 10:21:35.100,RRC_SETUP_REQUEST
161,2026-07-01 10:21:35.100,RRC_SETUP_COMPLETE
161,2026-07-01 10:21:35.100,HO_ATTEMPT
161,2026-07-01 10:21:35.100,HO_FAILURE
162,2026-07-01 10:27:08.100,RRC_SETUP_REQUEST
162,2026-07-01 10:27:08.100,RRC_SETUP_COMPLETE
163,2026-07-01 10:02:40.100,RRC_SETUP_REQUEST
163,2026-07-01 10:02:40.100,RRC_SETUP_FAILURE
164,2026-07-01 10:21:59.100,RRC_SETUP_REQUEST
164,2026-07-01 10:21:59.100,RRC_SETUP_COMPLETE
165,2026-07-01 10:03:29.100,RRC_SETUP_REQUEST
165,2026-07-01 10:03:29.100,RRC_SETUP_COMPLETE
165,2026-07-01 10:03:29.100,HO_ATTEMPT
165,2026-07-01 10:03:29.100,HO_SUCCESS
166,2026-07-01 10:47:49.100,RRC_SETUP_REQUEST
166,2026-07-01 10:47:49.100,RRC_SETUP_COMPLETE
167,2026-07-01 10:09:03.100,RRC_SETUP_REQUEST
167,2026-07-01 10:09:03.100,RRC_SETUP_FAILURE
168,2026-07-01 10:01:33.100,RRC_SETUP_REQUEST
168,2026-07-01 10:01:33.100,RRC_SETUP_FAILURE
169,2026-07-01 10:45:56.100,RRC_SETUP_REQUEST
169,2026-07-01 10:45:56.100,RRC_SETUP_COMPLETE
170,2026-07-01 10:06:27.100,RRC_SETUP_REQUEST
170,2026-07-01 10:06:27.100,RRC_SETUP_COMPLETE
171,2026-07-01 10:32:23.100,RRC_SETUP_REQUEST
171,2026-07-01 10:32:23.100,RRC_SETUP_COMPLETE
172,2026-07-01 10:16:13.100,RRC_SETUP_REQUEST
172,2026-07-01 10:16:13.100,RRC_SETUP_FAILURE
